Clay-Guida,1575.0
Mac-Danzig,1425.0
Alan-Belcher,1575.0
Ed-Herman,1425.0
Eric-Schafer,1575.0
Houston-Alexander,1425.0
Alessio-Sakara,1575.0
Joe-Vedepo,1425.0
Wilson-Gouveia,1649.4467039152473
Ryan-Jensen,1432.0132698880843
Joe-Lauzon,1575.0
Kyle-Bradley,1425.0
Jason-Brilz,1575.0
Brad-Morris,1425.0
Mike-Massenzio,1507.0132698880843
Drew-McFedries,1424.4467039152476
Dan-Miller,1650.0
Rob-Kimmons,1500.0
BJ-Penn,1582.0132698880843
Sean-Sherk,1499.4467039152473
Wanderlei-Silva,1506.9056191497987
Keith-Jardine,1486.6344070468697
Goran-Reljic,1587.7784182882885
Wilson-Gouveia,1561.6682856269588
Lyoto-Machida,1575.0
Tito-Ortiz,1425.0
Thiago-Silva,1575.0
Antonio-Mendes,1425.0
Rousimar-Palhares,1506.4599738033319
Ivan-Salaverry,1418.5400261966684
Rameau Thierry-Sokoudjou,1506.4599738033319
Kazuhiro-Nakamura,1418.5400261966684
Rich-Clementi,1512.8248018007714
Terry-Etim,1487.1751981992286
Yoshiyuki-Yoshida,1506.4162930223408
War-Machine,1418.5359315597425
Dong Hyun-Kim,1649.4467039152473
Jason-Tan,1432.0132698880843
Shane-Carwin,1643.5400261966681
Christian-Wellisch,1431.4599738033316
Georges-St-Pierre,1575.0
Jon-Fitch,1425.0
Brock-Lesnar,1643.5400261966681
Heath-Herring,1431.4599738033316
Rob-Emerson,1575.0
Manvel-Gamburyan,1425.0
Kenny-Florian,1643.5400261966681
Roger-Huerta,1431.4599738033316
Demian-Maia,1642.9867301119157
Jason-MacDonald,1425.5532960847524
Tamdan-McCrory,1506.4599738033319
Luke-Cummo,1418.5400261966684
Cheick-Kongo,1637.1751981992286
Dan-Evensen,1362.8248018007714
Jon-Jones,1575.0
Andre-Gusmao,1425.0
Chris-Wilson,1581.4599738033316
Steve-Bruno,1493.5400261966681
Ben-Saunders,1637.1751981992286
Ryan-Thomas,1362.8248018007714
Anderson-Silva,1649.4467039152473
James-Irvin,1432.0132698880843
Brandon-Vera,1499.442211307643
Reese-Andy,1344.0978148890254
Frankie-Edgar,1580.9059683959406
Hermes-Franca,1487.634057800728
Cain-Velasquez,1575.0
Jake-O'Brien,1425.0
Kevin-Burns,1512.8248018007714
Anthony-Johnson,1487.1751981992286
CB-Dollaway,1569.0978148890251
Jesse-Taylor,1424.442211307643
Tim-Credeur,1643.5400261966681
Cale-Yarbrough,1431.4599738033316
Rory-Markham,1567.9867301119157
Brodie-Farber,1350.5532960847527
Nate-Loughran,1500.0
Johnny-Rees,1350.0
Brad-Blackburn,1649.4467039152473
James-Giboo,1432.0132698880843
Shannon-Gugerty,1512.2826334069937
Dale-Hartt,1481.2573927896747
Thiago-Alves,1649.9526451592099
Matt-Hughes,1432.0606247288745
Michael-Bisping,1643.5400261966681
Jason-Day,1431.4599738033316
Mike-Swick,1650.0
Marcus-Davis,1500.0
Thales-Leites,1650.0
Nate-Marquardt,1500.0
Fabricio-Werdum,1506.4121651367957
Brandon-Vera,1418.0300461708473
Martin-Kampmann,1506.4599738033319
Jorge-Rivera,1418.5400261966684
Matt-Wiman,1505.9021851109746
Thiago-Tavares,1350.557788692357
Kevin-Burns,1580.2671369116574
Roan-Carneiro,1357.5576648891138
Luiz-Cane,1637.1751981992286
Jason-Lambert,1362.8248018007714
Paul-Taylor,1500.0
Jess-Liaudin,1350.0
Antoni-Hardonk,1636.6807297782786
Eddie-Sanchez,1357.413301825781
Antonio Rodrigo-Nogueira,1506.4599738033319
Tim-Sylvia,1418.5400261966684
Frank-Mir,1655.9059683959404
Brock-Lesnar,1562.6340578007278
Nate-Marquardt,1567.9867301119157
Jeremy-Horn,1350.5532960847527
Ricardo-Almeida,1500.0
Rob-Yundt,1350.0
Tyson-Griffin,1562.0800523933365
Gleison-Tibau,1350.0
Chris-Lytle,1562.6340578007278
Kyle-Bradley,1355.9059683959404
Tim-Boetsch,1643.5400261966681
David-Heath,1431.4599738033316
Marvin-Eastman,1500.5532960847527
Terry-Martin,1417.9867301119157
Rob-Emerson,1643.5400261966681
Keita-Nakamura,1431.4599738033316
BJ-Penn,1650.5058777091642
Joe-Stevenson,1437.967365982252
Fabricio-Werdum,1593.1553348053433
Gabriel-Gonzaga,1556.7968565281205
Marcus-Davis,1562.1751981992286
Jess-Liaudin,1287.8248018007714
Wilson-Gouveia,1619.7925398446325
Jason-Lambert,1304.7005475830977
Jorge-Rivera,1506.9056191497987
Kendall-Grove,1486.6344070468697
Antoni-Hardonk,1699.9752250398656
Colin-Robinson,1436.705504738413
Paul-Kelly,1506.4599738033319
Paul-Taylor,1418.5400261966684
Alessio-Sakara,1643.5400261966681
James-Lee,1431.4599738033316
Sam-Stout,1512.8248018007714
Per-Eklund,1487.1751981992286
Kenny-Florian,1712.6340578007278
Joe-Lauzon,1505.9059683959404
Gray-Maynard,1650.5099544456452
Frankie-Edgar,1505.3960139502954
Thiago-Alves,1712.131812779919
Karo-Parisyan,1437.8208323792908
Matt-Hamill,1593.1991165100148
Tim-Boetsch,1556.8008834899852
Nate-Diaz,1650.0
Kurt-Pellegrino,1500.0
James-Irvin,1506.4077086466734
Houston-Alexander,1350.605561241411
Josh-Neer,1506.4599738033319
Din-Thomas,1418.5400261966684
Marcus-Aurelio,1443.7426072103256
Ryan-Roberts,1412.7173665930063
Manvel-Gamburyan,1506.4599738033319
Jeff-Cox,1418.5400261966684
Clay-Guida,1637.1751981992286
Samy-Schiavo,1362.8248018007714
George-Sotiropoulos,1575.0
Roman-Mitichyan,1425.0
Anthony-Johnson,1563.2825001377173
Tommy-Speer,1423.8926980615113
Anderson-Silva,1718.0341536912156
Dan-Henderson,1506.4125502240317
Heath-Herring,1523.898019469077
Cheick-Kongo,1544.7371525334831
Chris-Leben,1518.4819039698887
Alessio-Sakara,1550.0581222267795
Yushin-Okami,1637.1751981992286
Evan-Tanner,1362.8248018007714
Jon-Fitch,1513.3655929531303
Chris-Wilson,1493.0943808502013
Andrei-Arlovski,1568.5400261966684
Jake-O'Brien,1356.4599738033319
Luigi-Fioravanti,1573.8941768784073
Luke-Cummo,1351.105823121593
Josh-Koscheck,1654.897392147514
Dustin-Hazelett,1556.7722853848786
Diego-Sanchez,1650.0
David-Bielkheden,1500.0
Jorge-Gurgel,1443.7426072103256
John-Halverson,1412.7173665930063
Mike-Swick,1701.0689881267294
Joshua-Burkman,1311.755813674042
Patrick-Cote,1562.5865810183197
Drew-McFedries,1355.400149093596
Thiago-Tavares,1438.335830318394
Michihiro-Omigawa,1412.221958373963
Nate-Diaz,1705.9951377499901
Alvin-Robinson,1369.0048622500099
Kurt-Pellegrino,1575.0
Alberto-Crane,1425.0
Gray-Maynard,1706.4638927103126
Dennis-Siver,1369.0460617353326
Jeremy-Stephens,1580.9059683959406
Cole-Miller,1487.634057800728
Corey-Hill,1443.7426072103256
Joe-Veres,1412.7173665930063
Matt-Wiman,1586.8560157677596
Justin-Buchholz,1494.046169343215
Georges-St-Pierre,1643.5400261966681
Matt-Serra,1431.4599738033316
Rich-Franklin,1643.5400261966681
Travis-Lutter,1431.4599738033316
Nate-Quarry,1506.4599738033319
Kalib-Starnes,1418.5400261966684
Michael-Bisping,1706.2573927896744
Charles-McCarthy,1437.2826334069937
Mac-Danzig,1512.8248018007714
Mark-Bocek,1487.1751981992286
Jason-MacDonald,1506.9658463087842
Joe-Doerksen,1418.5874497759683
Jason-Day,1518.7426072103253
Alan-Belcher,1487.7173665930063
Demian-Maia,1699.549707420398
Ed-Herman,1368.4370226915178
Rich-Clementi,1587.8248018007714
Sam-Stout,1437.8248018007714
Cain-Velasquez,1637.1751981992286
Brad-Morris,1362.8248018007714
Jonathan-Goulet,1506.4599738033319
Kuniyoshi-Hironaka,1418.5400261966684
Georges-St-Pierre,1700.6319002071646
Matt-Hughes,1374.968750718378
Chuck-Liddell,1507.0514116906024
Wanderlei-Silva,1424.8542074591962
Eddie-Sanchez,1444.6158116539555
Soa-Palelei,1412.7974901718255
Lyoto-Machida,1644.0940316040596
Rameau Thierry-Sokoudjou,1437.3659421992722
Rich-Clementi,1661.7174998622827
Melvin-Guillard,1501.1073019384887
James-Irvin,1592.6145384468998
Luiz-Cane,1550.9683683990022
Manvel-Gamburyan,1580.9021851109749
Nate-Mohr,1425.557788692357
Dean-Lister,1580.9021851109749
Jordan-Radev,1425.557788692357
Roan-Carneiro,1444.7480390536625
Tony-DeSouza,1412.8096258354512
Mark-Bocek,1563.2825001377173
Doug-Evans,1423.8926980615113
Rashad-Evans,1729.8508725562663
Michael-Bisping,1626.4065202334082
Thiago-Silva,1631.0440772801296
Houston-Alexander,1294.5614839612813
Karo-Parisyan,1517.625425656697
Ryo-Chonan,1413.735432919262
Ed-Herman,1447.7625531185965
Joe-Doerksen,1339.2619193488895
Frankie-Edgar,1592.7680351053102
Spencer-Fisher,1562.6279788449851
Thiago-Alves,1774.349114394
Chris-Lytle,1500.4167561866468
Joe-Lauzon,1580.3960139502951
Jason-Reinhardt,1425.5099544456452
Marcus-Aurelio,1523.5934797665918
Luke-Caudillo,1420.1491274437337
Akihiro-Gono,1507.0132698880843
Tamdan-McCrory,1424.4467039152476
Quinton-Jackson,1581.4558789223327
Dan-Henderson,1431.416645105031
Michael-Bisping,1698.5405587049959
Matt-Hamill,1521.0650780384271
Cheick-Kongo,1615.8776485189849
Mirko-Filipovic,1428.8595040144983
Marcus-Davis,1624.8845697282902
Paul-Taylor,1355.8306546676067
Houston-Alexander,1391.0078274379994
Alessio-Sakara,1453.6117787500614
Gleison-Tibau,1436.7471568449178
Terry-Etim,1400.4280413543108
Thiago-Silva,1694.8138993276539
Tomasz-Drwal,1436.2301779524757
Dennis-Siver,1455.268630847414
Naoyuki-Kotani,1413.7774308879186
Jess-Liaudin,1380.7895714960782
Anthony-Torres,1407.0352303046932
Roger-Huerta,1523.898019469077
Clay-Guida,1544.7371525334831
Mac-Danzig,1580.1725078645572
Tommy-Speer,1356.5449919977254
War-Machine,1500.549551915462
Jared-Rollins,1417.9863796442805
George-Sotiropoulos,1643.5400261966681
Billy-Miles,1431.4599738033316
Ben-Saunders,1700.4280413543108
Dan-Barrera,1436.7471568449178
Troy-Mandaloniz,1575.0
Richie-Hightower,1425.0
Matt-Arroyo,1505.9499884889508
John-Kolosci,1418.4922228186922
Roman-Mitichyan,1506.4599738033319
Dorian-Price,1418.5400261966684
Jonathan-Goulet,1580.9021851109749
Paul-Georgieff,1425.557788692357
Kenny-Florian,1759.4195757645302
Alvin-Robinson,1322.2193442862074
Anderson-Silva,1780.2053767812718
Nate-Marquardt,1505.8155070218595
Rashad-Evans,1704.5580406899182
Tito-Ortiz,1450.292831866348
Sean-Sherk,1573.4267809374255
Hermes-Franca,1413.6539807785498
Antonio Rodrigo-Nogueira,1582.9654934384732
Heath-Herring,1447.3924998339357
Stephan-Bonnar,1575.0
Mike-Nickels,1425.0
Jorge-Gurgel,1523.5934797665918
Diego-Saraiva,1420.1491274437337
Chris-Lytle,1575.3807705675538
Jason-Gilliam,1425.035985619093
Frankie-Edgar,1665.223026873732
Mark-Bocek,1490.8275083692956
Randy-Couture,1511.293712521944
Gabriel-Gonzaga,1470.5031440061766
Georges-St-Pierre,1771.686510760384
Josh-Koscheck,1583.8427815942946
Roger-Huerta,1590.395190497313
Alberto-Crane,1358.502828971764
Joe-Stevenson,1524.7025145330465
Kurt-Pellegrino,1488.2648514492055
Patrick-Cote,1631.0450076039747
Kendall-Grove,1418.1759804612147
Renato-Sobral,1569.0940316040596
David-Heath,1362.365942199272
Frank-Mir,1734.7079520988405
Antoni-Hardonk,1621.1732413369655
Thales-Leites,1706.5629773084822
Ryan-Jensen,1375.450292579602
Clay-Guida,1617.9118215938781
Marcus-Aurelio,1450.4188107061968
Anderson-Silva,1843.501167645449
Rich-Franklin,1580.244235332491
Tim-Sylvia,1493.4959909865343
Brandon-Vera,1343.0740813809814
Alvin-Robinson,1414.3024043512064
Jorge-Gurgel,1431.5104197015926
Stephan-Bonnar,1650.0
Eric-Schafer,1500.0
Alan-Belcher,1556.7567124752284
Kalib-Starnes,1349.5006803144463
Yushin-Okami,1701.0154903496284
Jason-MacDonald,1443.1255541583844
Demian-Maia,1747.7950113453776
Ryan-Jensen,1327.2049886546224
Joshua-Burkman,1402.7603305409739
Forrest-Petz,1408.995483133068
Matt-Grice,1575.0
Jason-Black,1425.0
Kenny-Florian,1806.4091591146473
Din-Thomas,1371.5504428465513
Chris-Leben,1584.8429666785505
Terry-Martin,1351.6256674032538
Nate-Diaz,1763.534230739185
Junior-Assuncao,1442.4609070108052
Nate-Quarry,1587.3659421992722
Pete-Sell,1494.0940316040596
Luke-Cummo,1438.8379123193158
Edilberto-de Oliveira,1412.2679108022771
Cole-Miller,1563.7017469474793
Leonard-Garcia,1423.9323108532487
Gray-Maynard,1757.0244734166813
Joe-Veres,1362.1567858866376
Thiago-Alves,1820.2365696133775
Kuniyoshi-Hironaka,1372.652570977291
Dustin-Hazelett,1633.85529257939
Jonathan-Goulet,1503.8191779164636
Rich-Franklin,1665.605776548887
Yushin-Okami,1615.6539491332323
Forrest-Griffin,1575.0
Hector-Ramirez,1425.0
Jason-MacDonald,1523.0294820234128
Rory-Singer,1420.0960721349716
Tyson-Griffin,1641.89432623871
Clay-Guida,1538.0975477485047
Ed-Herman,1527.2676666713346
Scott-Smith,1420.494886447262
Marcus-Davis,1683.499146020183
Jason-Tan,1373.3986935961916
Eddie-Sanchez,1518.9327997321666
Colin-Robinson,1362.388516660202
Dustin-Hazelett,1697.387932974513
Stevie-Lynch,1436.467359604877
Keith-Jardine,1563.397028320541
Chuck-Liddell,1430.288790416931
Forrest-Griffin,1643.5400261966681
Mauricio-Rua,1431.4599738033316
Jon-Fitch,1600.0671952642956
Diego-Sanchez,1563.2983976888347
Lyoto-Machida,1700.044411544613
Kazuhiro-Nakamura,1362.589646256115
Tyson-Griffin,1699.6325415181107
Thiago-Tavares,1380.5976150389934
Rich-Clementi,1728.2541397435116
Anthony-Johnson,1496.7458602564884
Jeremy-Stephens,1642.1814563714552
Diego-Saraiva,1358.8736394682192
Christian-Wellisch,1512.3659421992722
Scott-Junk,1419.0940316040596
Matt-Wiman,1646.9768481073127
Michihiro-Omigawa,1352.1011260344098
Gabriel-Gonzaga,1541.9100956870716
Mirko-Filipovic,1357.4525523336033
Andrei-Arlovski,1645.6649139783306
Fabricio-Werdum,1516.030447023681
Michael-Bisping,1756.6896472302246
Elvis-Sinosic,1441.8509114747712
Lyoto-Machida,1747.2721719524238
David-Heath,1315.1381817914612
Cheick-Kongo,1680.9309087686465
Assuerio-Silva,1434.9467397503383
Terry-Etim,1490.3020579446566
Matt-Grice,1485.1259834096543
Junior-Assuncao,1522.4219768937267
David-Lee,1420.0389301170785
Alessio-Sakara,1532.613455888224
Victor-Valimaki,1420.9983228618373
Jess-Liaudin,1462.2048950805615
Dennis-Siver,1373.8533072629307
Paul-Taylor,1435.6969926970585
Edilberto-de Oliveira,1332.4015727728254
Joe-Stevenson,1597.665641106876
Melvin-Guillard,1428.1441753646593
Justin-McCully,1596.712282087497
Antoni-Hardonk,1536.8269014487407
Kenny-Florian,1855.9971488547008
Dokonjonosuke-Mishima,1450.4120102599466
Wilson-Gouveia,1684.5139075790287
Seth-Petruzelli,1435.2786322656038
Drew-Fickett,1569.0940316040596
Keita-Nakamura,1362.365942199272
Kurt-Pellegrino,1557.859675730262
Nate-Mohr,1355.9629644113004
Kuniyoshi-Hironaka,1450.7888402636531
Forrest-Petz,1330.8592138467059
Roan-Carneiro,1543.3941088643915
Rich-Clementi,1629.6080699327827
Thiago-Tavares,1458.4611979143817
Naoyuki-Kotani,1335.9138480125303
Quinton-Jackson,1643.5332717868314
Chuck-Liddell,1368.2113975524323
Karo-Parisyan,1582.764592223698
Joshua-Burkman,1337.621163973973
Terry-Martin,1432.3921144307487
Ivan-Salaverry,1337.7735791691734
Houston-Alexander,1480.7006925440126
Keith-Jardine,1473.7041632145279
Kalib-Starnes,1444.3386725695443
Chris-Leben,1490.0049744234525
Thiago-Silva,1761.029796064228
James-Irvin,1526.3986417103256
Alan-Belcher,1626.8629071536477
Sean-Salmon,1429.8938053215807
Din-Thomas,1469.1906689166767
Jeremy-Stephens,1544.5412303013297
Wilson-Gouveia,1743.8171016576184
Carmelo-Marrero,1440.6968059214103
Spencer-Fisher,1626.9251596592517
Sam-Stout,1373.5276209865049
Jon-Fitch,1670.180580099714
Roan-Carneiro,1473.280724028973
Drew-McFedries,1436.444906817558
Jordan-Radev,1344.513030968395
Thiago-Tavares,1530.573354278651
Jason-Black,1352.8878436357309
Forrest-Petz,1426.313512681793
Luigi-Fioravanti,1478.43987804332
Tamdan-McCrory,1505.9540960941677
Pete-Spratt,1418.49260782108
Gleison-Tibau,1510.1752570304732
Jeff-Cox,1345.111926011113
Anthony-Johnson,1572.0268439542567
Chad-Reiner,1424.7190163022317
Nate-Mohr,1436.4951768527274
Luke-Caudillo,1339.6169150023068
Randy-Couture,1584.7571487498913
Tim-Sylvia,1420.032554758587
Martin-Kampmann,1575.4274469816803
Drew-McFedries,1367.4774336392095
Rich-Franklin,1728.4041412658476
Jason-MacDonald,1460.2311173064522
Matt-Hughes,1466.9730252535949
Chris-Lytle,1483.376496032337
Jason-Lambert,1401.8502063684414
Renato-Sobral,1471.944372818716
Matt-Hamill,1594.2465295083518
Rex-Holman,1426.8185485300753
Jon-Fitch,1728.8881468510738
Luigi-Fioravanti,1419.7323112919603
Gleison-Tibau,1584.2966949013373
Jason-Dent,1425.8785621291358
Jamie-Varner,1568.5431104034656
Jason-Gilliam,1356.4928752156275
Georges-St-Pierre,1821.4041932410253
Matt-Hughes,1417.2553427729536
Tim-Sylvia,1501.9180558738854
Jeff-Monson,1418.1144988847016
Drew-McFedries,1456.567072353877
Alessio-Sakara,1443.5238171735566
Brandon-Vera,1449.7710563574567
Frank-Mir,1628.0109771223651
Joe-Stevenson,1660.0711696336814
Dokonjonosuke-Mishima,1388.006481733141
Nick-Diaz,1582.2559952712213
Gleison-Tibau,1502.040699630116
Antoni-Hardonk,1608.6489152218592
Sherman-Pendergarst,1428.1779862268816
James-Irvin,1592.6827370245028
Hector-Ramirez,1358.7159046858228
Jake-O'Brien,1443.7426072103256
Josh-Shockman,1412.7173665930063
Matt-Serra,1538.0370130732006
Georges-St-Pierre,1714.8271539711563
Josh-Koscheck,1657.0691676239217
Diego-Sanchez,1490.0720116592074
Roger-Huerta,1651.1950569166968
Leonard-Garcia,1363.132444433865
Yushin-Okami,1698.0055941834992
Mike-Swick,1618.7173430764626
Kendall-Grove,1510.8565580934553
Alan-Belcher,1534.1823295214072
Heath-Herring,1526.929450246863
Brad-Imes,1420.4630495870726
Thales-Leites,1763.5743006166788
Pete-Sell,1437.082708295863
Marcus-Davis,1736.3011789328575
Pete-Spratt,1365.6905749084053
Luke-Cummo,1519.1103601840534
Josh-Haynes,1419.7275521352624
Chuck-Liddell,1450.2778558641414
Tito-Ortiz,1368.226373554639
Keith-Jardine,1563.1848953171598
Forrest-Griffin,1554.0592940940362
